A0A183 GO:0031424,
D6RF89 GO:0002250,GO:0048514,GO:0034644,GO:0019221,GO:0044111,GO:0003197,GO:0042921,GO:0007041,GO:0010766,GO:0010768,GO:0030948,GO:0007528,GO:0031175,GO:0003151,GO:0046824,GO:0014068,GO:0045732,GO:0050847,GO:0070534,GO:0006513,GO:0006622,GO:0016567,GO:0042787,GO:0032801,GO:0031623,GO:0048814,GO:0034765,GO:0042391,GO:1901016,GO:0050807,GO:0051592,GO:0042110,GO:0019089,GO:0043162,GO:0031698,GO:0050815,GO:0050816,GO:0070064,GO:0019904,GO:0070063,GO:0019871,GO:0043130,GO:0004842,GO:0016327,GO:0005938,GO:0000785,GO:0005737,GO:0005829,GO:0005794,GO:0005634,GO:0048471,GO:0005886,GO:0000151,
D6RGH6 GO:0007049,GO:0042384,GO:0045944,GO:0006275,GO:0007346,GO:0006351,GO:0042802,GO:0005634,
D6RJB6 GO:0006511,GO:0008234,GO:0005783,GO:0005634,
E2RYF6 GO:0022408,GO:0010812,GO:0016021,GO:0005886,
E3VLC9 GO:0007585,GO:0030246,GO:0005581,GO:0005576,GO:0005615,
E5RKB4 GO:0009653,GO:0030183,GO:0046903,GO:0005509,GO:0046982,GO:0042803,GO:0005737,GO:0005783,GO:0048471,
E7ENT8 GO:0030433,GO:0006621,GO:0006605,GO:0016567,GO:0042787,GO:0034976,GO:0001948,GO:0005788,GO:0000836,
E7EP61 GO:0010951,GO:0019800,GO:0007165,GO:0005509,GO:0005539,GO:0008191,GO:0031012,GO:0005615,GO:0005578,
E7ETG6 GO:0007160,GO:0009986,GO:0005737,GO:0070062,GO:0045202,
E7ETH6 GO:0006355,GO:0046872,GO:0003676,GO:0005634,
E7ETS3 GO:0034080,GO:0007059,GO:0000278,GO:0006334,GO:0000777,GO:0005829,GO:0005654,GO:0005634,
E7EWL7 GO:0007015,GO:0032147,GO:0042982,GO:0007411,GO:0001658,GO:0016337,GO:0030866,GO:0016311,GO:0048704,GO:0001935,GO:0007163,GO:0060022,GO:0001771,GO:0002088,GO:0031579,GO:0007093,GO:0050680,GO:0045930,GO:0042130,GO:0046939,GO:0030432,GO:0030838,GO:0008284,GO:0090004,GO:0043268,GO:0072659,GO:0042391,GO:1902305,GO:0048608,GO:0048745,GO:0007268,GO:0042110,GO:0002369,GO:0070830,GO:0016032,GO:0008092,GO:0004385,GO:0044325,GO:0097016,GO:0031434,GO:0019902,GO:0004721,GO:0015459,GO:0008022,GO:0019901,GO:0016323,GO:0030054,GO:0031253,GO:0005911,GO:0005737,GO:0009898,GO:0005829,GO:0005783,GO:0005789,GO:0070062,GO:0005794,GO:0001772,GO:0014704,GO:0043219,GO:0016328,GO:0045121,GO:0005874,GO:0097025,GO:0035748,GO:0031594,GO:0033268,GO:0005634,GO:0048471,GO:0005886,GO:0014069,GO:0045211,GO:0042383,GO:0005923,
E9PAV3 GO:0006355,GO:0006351,GO:0003677,GO:0005737,GO:0005634,
E9PB64 GO:0042059,GO:0007175,GO:0046872,GO:0032266,GO:0005829,GO:0031901,
E9PBE5 GO:0034341,GO:0016032,GO:0042803,GO:0005737,GO:0005856,GO:0005794,GO:0043231,GO:0005634,GO:0048471,
E9PCK8 GO:0001658,GO:0033631,GO:0007160,GO:0071356,GO:0045184,GO:0030198,GO:0097195,GO:0010694,GO:0010811,GO:0070374,GO:0045669,GO:0045987,GO:2000721,GO:0030511,GO:0001657,GO:0005509,GO:0005178,GO:0034678,GO:0005604,GO:0005576,GO:0070062,GO:0005578,GO:0030485,
E9PEC1 GO:0045185,GO:0016558,GO:0016560,GO:0043949,GO:0042391,GO:0005052,GO:0000268,GO:0031267,GO:0005829,GO:0030425,GO:0005778,GO:0043235,
E9PFW7 GO:0086067,GO:0003360,GO:0086069,GO:0086002,GO:0060048,GO:0003231,GO:0071277,GO:0021549,GO:0051899,GO:0086010,GO:0086012,GO:0086046,GO:0042475,GO:0045760,GO:0050679,GO:0010765,GO:0060371,GO:0060372,GO:0086004,GO:0002027,GO:0086091,GO:1902305,GO:0060373,GO:0060307,GO:0014894,GO:0086070,GO:0035725,GO:0006814,GO:0021537,GO:0086005,GO:0030506,GO:0005516,GO:0019899,GO:0017134,GO:0044325,GO:0050998,GO:0097110,GO:0031625,GO:0005248,GO:0086006,GO:0005901,GO:0009986,GO:0005783,GO:0016021,GO:0014704,GO:0016328,GO:0005886,GO:0042383,GO:0030315,GO:0001518,
E9PGE0 GO:0043547,GO:0009967,GO:0051056,GO:0007264,GO:0005096,GO:0046872,GO:0005070,GO:0005829,GO:0016020,
E9PP01 GO:0015813,GO:0005313,GO:0015293,GO:0016021,GO:0005743,GO:0005739,GO:0005634,
E9PQ53 GO:0006120,GO:0008137,GO:0016021,GO:0005743,GO:0070469,
F5GXA2 GO:0007015,GO:0050851,GO:0050853,GO:0007596,GO:0007155,GO:0060326,GO:0051301,GO:0016477,GO:0008283,GO:0035729,GO:0007173,GO:0007186,GO:0048012,GO:0008286,GO:0007229,GO:0048011,GO:0030168,GO:0048008,GO:0030335,GO:0010595,GO:0042981,GO:0001558,GO:0050852,GO:0048010,GO:0019901,GO:0004871,GO:0005737,GO:0005829,GO:0005925,GO:0030027,GO:0005730,GO:0005886,GO:0001726,
F5GXR2 GO:0007411,GO:0030154,GO:0007638,GO:0007517,GO:0048935,GO:0045893,GO:0006357,GO:0006366,GO:0043565,GO:0000981,GO:0003700,GO:0005634,
F5H284 GO:0006457,GO:0003755,GO:0005737,
F5H499 GO:0046835,GO:0007155,GO:0009103,GO:0006045,GO:0046380,GO:0006054,GO:0006047,GO:0005524,GO:0016787,GO:0046872,GO:0009384,GO:0008761,GO:0005737,GO:0005829,
F8W9E0 GO:0042113,GO:0030183,GO:0032869,GO:0007507,GO:0016575,GO:0070932,GO:0070933,GO:0006954,GO:0000122,GO:0045892,GO:0007219,GO:0034983,GO:0090050,GO:0048742,GO:0051153,GO:0006351,GO:0004407,GO:0042826,GO:0046872,GO:0032041,GO:0097372,GO:0046969,GO:0046970,GO:0033558,GO:0005080,GO:0070491,GO:0003714,GO:0008134,GO:0005737,GO:0000118,GO:0035097,GO:0005654,GO:0005634,GO:0005667,
F8WD13 GO:0090286,GO:0006998,GO:0090292,GO:0002080,GO:0005639,GO:0005635,GO:0034993,
G0LNV1 GO:0006352,GO:0045666,GO:0045944,GO:0045893,GO:0065004,GO:0006367,GO:0003677,GO:0070888,GO:0008022,GO:0046982,GO:0000978,GO:0001077,GO:0001011,GO:0003700,GO:0001087,GO:0001093,GO:0005634,GO:0005667,
G1FI66 GO:0009653,GO:0019722,GO:0003723,GO:0031013,
G3V149 GO:0006915,GO:0050790,GO:0007165,GO:0008601,GO:0005856,GO:0005741,GO:0005739,GO:0000159,
G3XAE8 GO:0007155,GO:0030049,GO:0008307,GO:0031432,GO:0005829,GO:0030016,GO:0032982,
H0YL14 GO:0007049,GO:0008284,GO:0048524,GO:0016032,GO:0005525,GO:0005737,GO:0016021,GO:0005634,
H3BQB6 GO:0031110,
I3L273 GO:0050896,GO:0007608,GO:0030173,
J3KNG1 GO:0030154,GO:0007275,GO:0007283,GO:0016021,
J3KPI0 GO:0032436,GO:0031398,GO:0051865,GO:0016567,GO:0042787,GO:0002039,GO:0042803,GO:0004842,GO:0008270,GO:0005737,GO:0016607,GO:0005634,GO:0000151,
J3KQD0 GO:0019369,GO:0019371,GO:0001516,GO:0044281,GO:0016616,GO:0047017,GO:0005737,GO:0005829,GO:0005783,GO:0070062,GO:0043209,
K0KYZ8 GO:0008283,GO:0006974,GO:0071480,GO:0060242,GO:0003143,GO:0010467,GO:0035329,GO:0030216,GO:0048368,GO:0030857,GO:2001237,GO:0030903,GO:0048339,GO:0090263,GO:0008284,GO:0046622,GO:0045944,GO:0010837,GO:0072091,GO:0035019,GO:0006367,GO:0001570,GO:0003682,GO:0001076,GO:0003713,GO:0003714,GO:0044212,GO:0005737,GO:0005829,GO:0005654,GO:0005634,GO:0005667,
K9M1U5 GO:0051607,GO:0042508,GO:0042502,GO:0005125,GO:0005737,GO:0005615,
M0R1G4 GO:0001578,GO:0001764,GO:0015630,
O00110 GO:0006351,GO:0046872,GO:0003676,GO:0003700,GO:0005634,
O00115 GO:0006309,GO:0006259,GO:0030218,GO:0004531,GO:0003677,GO:0005622,GO:0005764,
O00116 GO:0044255,GO:0008611,GO:0008610,GO:0044281,GO:0008609,GO:0071949,GO:0008762,GO:0043231,GO:0005739,GO:0005730,GO:0005782,GO:0005778,GO:0005777,
O00124 GO:0030433,GO:0007338,GO:0030176,
O00139 GO:0019886,GO:0007596,GO:0030154,GO:0008152,GO:0007018,GO:0007067,GO:0000278,GO:0007052,GO:0007399,GO:0005524,GO:0003777,GO:0003774,GO:0005813,GO:0005829,GO:0005871,GO:0005874,GO:0000922,
O00142 GO:0046092,GO:0009157,GO:0009262,GO:0006264,GO:0006139,GO:0055086,GO:0006206,GO:0043097,GO:0044281,GO:0046104,GO:0005524,GO:0004137,GO:0016773,GO:0004797,GO:0005743,GO:0005759,
O00144 GO:0030183,GO:0007420,GO:0060070,GO:0009790,GO:0008406,GO:0007611,GO:0007399,GO:0007405,GO:0001944,GO:0004930,GO:0030165,GO:0046982,GO:0042803,GO:0042813,GO:0017147,GO:0009986,GO:0005737,GO:0031527,GO:0016021,GO:0048471,GO:0005886,
O00148 GO:0006406,GO:0000398,GO:0005524,GO:0008026,GO:0044822,GO:0005737,GO:0005634,
O00151 GO:0006355,GO:0001666,GO:0006979,GO:0003713,GO:0008270,GO:0005737,GO:0005856,GO:0005667,
O00155 GO:0007186,GO:0004930,GO:0005887,
O00159 GO:0038096,GO:0045087,GO:0061024,GO:0051028,GO:0030335,GO:0038089,GO:0090314,GO:1900748,GO:0006605,GO:0006612,GO:2000810,GO:0005524,GO:0003774,GO:0005102,GO:0009925,GO:0005903,GO:0005737,GO:0005829,GO:0070062,GO:0031941,GO:0016328,GO:0016020,GO:0045121,GO:0005902,GO:0005739,GO:0045160,GO:0005643,GO:0005654,GO:0005634,GO:0005886,GO:0060171,GO:0016461,
O00160 GO:0050830,GO:0007162,GO:0043312,GO:0030335,GO:0032956,GO:0045088,GO:0003779,GO:0005524,GO:0003774,GO:0030864,GO:0031941,GO:0016461,
O00161 GO:0006887,GO:0061025,GO:0061024,GO:0006892,GO:0015031,GO:0006903,GO:0042582,GO:0030054,GO:0070062,GO:0043005,GO:0005634,GO:0005886,GO:0042581,GO:0045202,
O00165 GO:0071345,GO:2000251,GO:0030854,GO:0033138,GO:0050731,GO:0014068,GO:0051897,GO:0045944,GO:0030833,GO:0019966,GO:0047485,GO:0015629,GO:0016023,GO:0005783,GO:0030027,GO:0005739,GO:0005635,GO:0031965,GO:0016529,GO:0005667,
O00168 GO:0006874,GO:1902476,GO:0006821,GO:0034220,GO:0006936,GO:0055085,GO:0005254,GO:0034707,GO:0005887,GO:0005886,
O00170 GO:0051344,GO:0022417,GO:0006626,GO:0010738,GO:2001141,GO:0007165,GO:0006805,GO:0036004,GO:0004871,GO:0003713,GO:0008134,GO:0051082,GO:0005737,GO:0005829,GO:0016020,GO:0005634,
O00175 GO:0007267,GO:0006935,GO:0007010,GO:0048245,GO:0006955,GO:0006954,GO:0030838,GO:0045766,GO:0030335,GO:0001938,GO:2000418,GO:0050729,GO:0032855,GO:0008360,GO:0007165,GO:0008009,GO:0005615,
O00178 GO:0006184,GO:0006955,GO:0061014,GO:0007165,GO:0005525,GO:0003924,GO:0044822,GO:0000177,GO:0005829,
O00180 GO:0006813,GO:0035094,GO:0007268,GO:0005242,GO:0016324,GO:0031526,GO:0005768,GO:0005886,GO:0008076,
O00182 GO:0043123,GO:0007165,GO:0030246,GO:0005534,GO:0004871,GO:0005737,GO:0005576,
O00186 GO:0007596,GO:0061024,GO:0045955,GO:0043312,GO:0030168,GO:0070527,GO:0051291,GO:0015031,GO:0006904,GO:0019905,GO:0016324,GO:0016323,GO:0005829,GO:0070062,GO:0005886,GO:0031091,GO:0042581,GO:0070820,
O00189 GO:0006895,GO:0006886,GO:0016192,GO:0005215,GO:0030119,GO:0030131,GO:0005905,GO:0070062,GO:0000138,GO:0005802,
O00192 GO:0016339,GO:0007155,GO:0007275,GO:0005737,GO:0005622,GO:0005634,GO:0005886,
O00194 GO:0071985,GO:0045921,GO:0015031,GO:0007264,GO:0019003,GO:0005525,GO:0003924,GO:0019904,GO:0016324,GO:0070062,GO:0005795,GO:0032585,GO:0030140,GO:0042589,
O00198 GO:0006915,GO:0043065,GO:0032464,GO:0090200,GO:0016021,GO:0005739,
O00203 GO:0008089,GO:0048490,GO:0048007,GO:0007596,GO:0006886,GO:0032438,GO:0051138,GO:0006622,GO:0019903,GO:0030123,GO:0030665,GO:0005794,GO:0005765,
O00204 GO:0050427,GO:0044281,GO:0008202,GO:0000103,GO:0006805,GO:0004027,GO:0050294,GO:0005737,GO:0005829,GO:0005783,GO:0043231,GO:0005634,
O00212 GO:0006184,GO:0051056,GO:0007266,GO:0007264,GO:0005525,GO:0003924,GO:0005829,GO:0005886,
O00217 GO:0044237,GO:0006120,GO:0032981,GO:0022904,GO:0006979,GO:0044281,GO:0051539,GO:0046872,GO:0008137,GO:0005743,GO:0005747,GO:0005739,
O00219 GO:0005975,GO:0085029,GO:0045226,GO:0030203,GO:0030213,GO:0030212,GO:1900106,GO:0045893,GO:0044281,GO:0050501,GO:0036117,GO:0016021,GO:0005887,GO:0005886,
O00220 GO:0007250,GO:0006915,GO:0071260,GO:0097191,GO:0008625,GO:0007165,GO:0005035,GO:0004872,GO:0045569,GO:0008134,GO:0016021,
O00221 GO:0042994,GO:0042942,GO:0005737,GO:0005829,GO:0005794,GO:0048471,
O00230 GO:0007193,GO:0007268,GO:0001664,GO:0005184,GO:0005615,
O00231 GO:0031145,GO:0042590,GO:0002479,GO:0002474,GO:0006915,GO:0034641,GO:0006977,GO:0000082,GO:0010467,GO:0000278,GO:0016071,GO:0043066,GO:0051436,GO:0051437,GO:0043248,GO:0000209,GO:0042981,GO:0006521,GO:0051439,GO:0016070,GO:0044281,GO:0048863,GO:0006511,GO:0016032,GO:0005829,GO:0005654,GO:0022624,GO:0000502,
O00232 GO:0031145,GO:0042590,GO:0002479,GO:0002474,GO:0006915,GO:0034641,GO:0006977,GO:0000082,GO:0010467,GO:0000278,GO:0016071,GO:0043066,GO:0051436,GO:0051437,GO:0000209,GO:0042981,GO:0006521,GO:0051439,GO:0016070,GO:0044281,GO:0016032,GO:0005829,GO:0070062,GO:0005654,GO:0022624,GO:0005838,
O00233 GO:0031145,GO:0042590,GO:0002479,GO:0002474,GO:0006915,GO:0034641,GO:0006977,GO:0000082,GO:0010467,GO:0000278,GO:0016071,GO:0043066,GO:0046676,GO:0051436,GO:0032024,GO:0045893,GO:0051437,GO:0070682,GO:0000209,GO:0042981,GO:0006521,GO:0051439,GO:0016070,GO:0044281,GO:0006511,GO:0016032,GO:0043425,GO:0003713,GO:0005829,GO:0005654,GO:0005634,GO:0005838,
O00237 GO:0007417,GO:0030433,GO:0016567,GO:0004842,GO:0008270,GO:0005783,GO:0005789,GO:0016021,
O00238 GO:0030509,GO:0001502,GO:0002062,GO:0009953,GO:0001654,GO:0006954,GO:0035108,GO:0001550,GO:0042698,GO:0030501,GO:0045597,GO:1902043,GO:0045669,GO:0006468,GO:0060041,GO:0031290,GO:0001501,GO:0005524,GO:0046872,GO:0004674,GO:0004702,GO:0046332,GO:0005025,GO:0004675,GO:0005887,GO:0005886,GO:0043235,
O00241 GO:0007166,GO:0045087,GO:0007165,GO:0005887,GO:0005886,
O00244 GO:0006878,GO:0006825,GO:0006979,GO:0016531,GO:0005507,GO:0032767,GO:0016530,GO:0005829,
O00253 GO:0008343,GO:0042755,GO:0007631,GO:0009755,GO:0060135,GO:0007218,GO:0009648,GO:2000253,GO:0060259,GO:0032868,GO:0005184,GO:0005102,GO:0005615,GO:0005796,GO:0043025,
O00254 GO:0007596,GO:0008152,GO:0030168,GO:0009611,GO:0004435,GO:0015057,GO:0016324,GO:0005576,GO:0005887,GO:0005886,
O00257 GO:0016568,GO:0043066,GO:0000122,GO:0045892,GO:0016925,GO:0006351,GO:0003682,GO:0019899,GO:0016874,GO:0003727,GO:0032183,GO:0003714,GO:0044212,GO:0016607,GO:0005654,GO:0005634,GO:0031519,GO:0035102,
O00264 GO:0007411,GO:0020037,GO:0005496,GO:0005783,GO:0005789,GO:0016021,GO:0005730,
O00267 GO:0006370,GO:0007049,GO:0006338,GO:0006354,GO:0010467,GO:0032785,GO:0000122,GO:0032786,GO:0016239,GO:0045944,GO:0050434,GO:0010033,GO:0039692,GO:0006368,GO:0006366,GO:0016032,GO:0003682,GO:0019899,GO:0044822,GO:0046982,GO:0032044,GO:0005654,GO:0005634,
O00268 GO:0006352,GO:0010467,GO:0001541,GO:0045893,GO:0006368,GO:0006366,GO:0006367,GO:0016032,GO:0003677,GO:0003700,GO:0003713,GO:0005737,GO:0071339,GO:0005654,GO:0005634,GO:0005669,GO:0033276,
O00270 GO:0007186,GO:0004930,GO:0005887,GO:0005886,
O00273 GO:0006309,GO:0006915,GO:0006921,GO:1902511,GO:1900118,GO:0043065,GO:0070242,GO:0005737,GO:0005829,GO:0000790,GO:0005654,GO:0005634,
O00287 GO:0045893,GO:0003677,GO:0003700,GO:0003713,GO:0005634,
O00291 GO:0006919,GO:0006915,GO:0097190,GO:0030154,GO:0048268,GO:0006897,GO:0048260,GO:0042981,GO:0006355,GO:0006351,GO:0030276,GO:0035091,GO:0005200,GO:0030136,GO:0030665,GO:0005737,GO:0005856,GO:0005794,GO:0043231,GO:0016020,GO:0005634,
O00292 GO:0007596,GO:0016049,GO:0007275,GO:0030168,GO:0002576,GO:0007179,GO:0005576,GO:0005615,GO:0031093,
O00294 GO:0016358,GO:0042462,GO:0006909,GO:0045494,GO:0007602,GO:0050766,GO:0060041,GO:0007601,GO:0051015,GO:0008020,GO:0005546,GO:0030054,GO:0042995,GO:0005737,GO:0005576,GO:0001917,GO:0001750,GO:0005886,GO:0045202,
O00295 GO:0007601,GO:0005737,GO:0005576,
O00299 GO:1902476,GO:0006821,GO:0045669,GO:0051881,GO:0007165,GO:0005254,GO:0005247,GO:0072562,GO:0005903,GO:0034707,GO:0005737,GO:0005615,GO:0070062,GO:0005739,GO:0005635,GO:0031965,GO:0005634,GO:0048471,GO:0005886,
O00300 GO:0006915,GO:0030198,GO:0045779,GO:0042489,GO:0046685,GO:0042493,GO:0043627,GO:0032026,GO:0007584,GO:0007165,GO:0001501,GO:0005125,GO:0004872,GO:0005576,GO:0005615,GO:0005578,
O00303 GO:0044267,GO:0001731,GO:0010467,GO:0016579,GO:0006446,GO:0006412,GO:0006413,GO:0003743,GO:0004843,GO:0005829,GO:0016282,GO:0033290,GO:0005852,
O00305 GO:0007628,GO:0007411,GO:0070588,GO:0046058,GO:0006874,GO:0050908,GO:0014051,GO:0007214,GO:0051899,GO:0048747,GO:0007528,GO:0019227,GO:0048541,GO:1901385,GO:0048536,GO:0007268,GO:0035249,GO:0050852,GO:0048538,GO:0006810,GO:0005245,GO:0009898,GO:0005829,GO:0005886,GO:0045202,GO:0005891,
O00311 GO:0044770,GO:0051301,GO:0006260,GO:0000082,GO:0000278,GO:0008284,GO:0005524,GO:0016301,GO:0046872,GO:0004672,GO:0004674,GO:0005737,GO:0045171,GO:0015630,GO:0005654,GO:0005634,
O00315 GO:0032922,GO:0007623,GO:0045599,GO:0032007,GO:0090403,GO:0090263,GO:0042753,GO:2001016,GO:0045944,GO:0045893,GO:0043161,GO:0000060,GO:0051726,GO:2000772,GO:0042634,GO:0050796,GO:0050767,GO:0042176,GO:0006355,GO:2000074,GO:0007283,GO:0006366,GO:0017162,GO:0001047,GO:0003677,GO:0070888,GO:0051879,GO:0000982,GO:0001190,GO:0004871,GO:0033391,GO:0016604,GO:0005634,GO:0005667,
O00321 GO:0001824,GO:0048514,GO:0060803,GO:0030154,GO:0030218,GO:0007219,GO:0001890,GO:0045603,GO:2000382,GO:0045944,GO:0006357,GO:0006366,GO:0016055,GO:0043565,GO:0000981,GO:0005634,
O00322 GO:0030855,GO:0051259,GO:0048029,GO:0042803,GO:0016324,GO:0005783,GO:0070062,GO:0016021,GO:0005886,
O00329 GO:0002250,GO:0042113,GO:0035754,GO:0001782,GO:0050853,GO:0001816,GO:0007173,GO:0038095,GO:0008543,GO:0006954,GO:0045087,GO:0002551,GO:0043303,GO:0060374,GO:0030101,GO:0035747,GO:0001779,GO:0048011,GO:0030593,GO:0072672,GO:0014065,GO:0006661,GO:0036092,GO:0048015,GO:0006644,GO:0006468,GO:0002679,GO:0007165,GO:0044281,GO:0042110,GO:0010818,GO:0030217,GO:0050852,GO:0016303,GO:0035005,GO:0005524,GO:0035004,GO:0046934,GO:0005829,GO:0042629,GO:0005942,GO:0005886,
O00330 GO:0044237,GO:0006090,GO:0010510,GO:0044281,GO:0016746,GO:0005759,
O00337 GO:0006139,GO:1901642,GO:0015858,GO:0055085,GO:0001882,GO:0005337,GO:0005415,GO:0005887,GO:0016020,GO:0005886,
O00338 GO:0050427,GO:0009308,GO:0044281,GO:0051923,GO:0006805,GO:0008146,GO:0005737,GO:0005829,
O00341 GO:0006835,GO:0006811,GO:0015813,GO:0055085,GO:0005313,GO:0017153,GO:0016021,GO:0005886,
O00358 GO:0009653,GO:0016477,GO:0048562,GO:0031069,GO:0060022,GO:0002089,GO:0000122,GO:0045892,GO:0007389,GO:0060465,GO:0045893,GO:0051090,GO:0060023,GO:0048538,GO:0030878,GO:0006590,GO:0003677,GO:0008301,GO:0003690,GO:0003705,GO:0043565,GO:0003700,GO:0008134,GO:0005634,GO:0005667,
O00370 GO:0000737,GO:0006310,GO:0090305,GO:0032199,GO:0032197,GO:0046872,GO:0003723,GO:0003964,GO:0009036,
O00391 GO:0045454,GO:0006457,GO:0016971,GO:0003756,GO:0005615,GO:0030173,
O00399 GO:0019886,GO:0005813,GO:0000777,GO:0005829,GO:0005869,
O00400 GO:0015876,GO:0008219,GO:0055085,GO:0006810,GO:0008521,GO:0005789,GO:0000139,GO:0005887,GO:0016020,
O00401 GO:0008154,GO:0007411,GO:0006928,GO:0034629,GO:0038096,GO:0045087,GO:0006900,GO:0007067,GO:0046209,GO:2000601,GO:2000370,GO:0051491,GO:0006461,GO:0050999,GO:0032880,GO:0006355,GO:0009617,GO:0044281,GO:0051653,GO:0006351,GO:0016050,GO:0030050,GO:0005083,GO:0030478,GO:0015629,GO:0016023,GO:0005829,GO:0030666,GO:0070062,GO:0030027,GO:0005634,GO:0005886,
O00408 GO:0007596,GO:0070588,GO:0006198,GO:0019933,GO:0071321,GO:0035690,GO:0097011,GO:0036006,GO:0071260,GO:0071560,GO:0046069,GO:0019934,GO:0061028,GO:0008152,GO:0030224,GO:0030818,GO:0033159,GO:0000122,GO:0043116,GO:0050729,GO:0043117,GO:0006626,GO:0007165,GO:0004114,GO:0005262,GO:0030552,GO:0030553,GO:0004118,GO:0004112,GO:0008144,GO:0046872,GO:0042803,GO:0030911,GO:0030424,GO:0005737,GO:0005829,GO:0030425,GO:0005783,GO:0005794,GO:0005759,GO:0005634,GO:0048471,GO:0005886,GO:0042734,
O00409 GO:0000077,GO:0000085,GO:0045892,GO:0006351,GO:0008022,GO:0043565,GO:0003700,GO:0005634,
O00410 GO:0071230,GO:0043086,GO:0006607,GO:0042307,GO:0006610,GO:0016032,GO:0005095,GO:0044822,GO:0008565,GO:0008536,GO:0005737,GO:0005794,GO:0043231,GO:0031965,GO:0005643,GO:0005634,
O00411 GO:0010467,GO:0006390,GO:0006391,GO:0003677,GO:0003899,GO:0044822,GO:0005759,GO:0042645,GO:0005739,
O00418 GO:0008286,GO:0046777,GO:0031952,GO:0006414,GO:0005524,GO:0005509,GO:0005516,GO:0004686,GO:0004672,GO:0008135,GO:0005737,GO:0005829,
O00421 GO:0070098,GO:0006935,GO:0007186,GO:0006954,GO:0048020,GO:0004950,GO:0042379,GO:0005887,GO:0005886,
O00422 GO:0006397,GO:0048025,GO:0043065,GO:0000381,GO:0006357,GO:0008380,GO:0006351,GO:0044822,GO:0003714,GO:0061574,GO:0005737,GO:0000118,GO:0016607,GO:0005634,
O00425 GO:0009653,GO:0010467,GO:0051028,GO:0017148,GO:0042035,GO:0006412,GO:0003730,GO:0048027,GO:0000166,GO:0044822,GO:0003723,GO:0045182,GO:0005737,GO:0005829,GO:0005634,
O00442 GO:0006396,GO:0005524,GO:0044822,GO:0003723,GO:0003963,GO:0005654,GO:0005634,
O00443 GO:0048268,GO:0006897,GO:0007173,GO:0006887,GO:0008286,GO:0006661,GO:0048015,GO:0006644,GO:0048008,GO:0044281,GO:0014829,GO:0016303,GO:0035005,GO:0005524,GO:0035004,GO:0035091,GO:0030136,GO:0005737,GO:0005829,GO:0070062,GO:0005794,GO:0005634,GO:0005942,GO:0005886,GO:0031982,
O00444 GO:0007099,GO:0098535,GO:0000086,GO:0000278,GO:0046601,GO:0006468,GO:0060707,GO:0005524,GO:0004674,GO:0004713,GO:0005814,GO:0005813,GO:0032154,GO:0005829,GO:0098536,GO:0005730,
O00445 GO:0017156,GO:0006112,GO:0050796,GO:0044281,GO:0007268,GO:0005544,GO:0046872,GO:0005215,GO:0030054,GO:0031045,GO:0016021,GO:0043005,GO:0043025,GO:0048471,GO:0055038,GO:0030672,
O00451 GO:0031953,GO:0007399,GO:0007169,GO:0016167,GO:0031225,GO:0019898,GO:0005886,
O00458 GO:0007527,GO:0007275,GO:0007518,GO:0005634,
O00459 GO:0007596,GO:0007173,GO:0038095,GO:0038096,GO:0008543,GO:0045087,GO:0008286,GO:0050900,GO:0048011,GO:0006661,GO:0036092,GO:0048015,GO:0006644,GO:0051056,GO:0007264,GO:0044281,GO:0050852,GO:0035014,GO:0030971,GO:0005829,GO:0005942,
O00461 GO:0006810,GO:0005801,GO:0030139,GO:0010008,GO:0005794,GO:0032580,GO:0005796,GO:0016021,GO:0005634,
O00462 GO:0006464,GO:0006516,GO:0046355,GO:0004567,GO:0005537,GO:0043231,GO:0005764,
O00463 GO:0006915,GO:0008284,GO:0043123,GO:0051092,GO:0051091,GO:0042981,GO:0007165,GO:0004871,GO:0031996,GO:0031625,GO:0004842,GO:0008270,GO:0035631,GO:0005813,GO:0005737,GO:0009898,GO:0005829,
O00465 GO:0006382,GO:0016553,GO:0051607,GO:0010467,GO:0045087,GO:0016556,GO:0006397,GO:0030336,GO:0008285,GO:0044387,GO:0045070,GO:0051726,GO:0006396,GO:0004000,GO:0003726,GO:0003725,GO:0046872,GO:0003729,GO:0044822,GO:0003723,GO:0005730,GO:0005654,GO:0005634,
O00468 GO:0007411,GO:0005975,GO:0030204,GO:0045162,GO:0030198,GO:0007213,GO:0006024,GO:0006027,GO:0030203,GO:0007528,GO:0045213,GO:0007603,GO:0007009,GO:0051491,GO:0043525,GO:0032321,GO:0045887,GO:0045944,GO:0043113,GO:0001523,GO:0007165,GO:0044281,GO:0050808,GO:0030548,GO:0005509,GO:0035374,GO:0002162,GO:0043395,GO:0043236,GO:0033691,GO:0005200,GO:0005605,GO:0030054,GO:0009986,GO:0005737,GO:0031012,GO:0005576,GO:0005615,GO:0070062,GO:0005796,GO:0016021,GO:0043202,GO:0005886,GO:0045202,
O00469 GO:0006464,GO:0030198,GO:0001666,GO:0005506,GO:0031418,GO:0008475,GO:0005783,GO:0005789,GO:0070062,GO:0030867,
O00470 GO:0007275,GO:0045638,GO:0006351,GO:0043565,GO:0003700,GO:0005634,
O00471 GO:0044267,GO:0006887,GO:0061024,GO:0006892,GO:0015031,GO:0048278,GO:0005737,GO:0005829,
O00472 GO:0006355,GO:0006368,GO:0005813,GO:0005737,GO:0005634,GO:0008023,
